demo	player	tier	split	trained_frames	raw_frames	paired_cov	peak_hspeed	p50_hspeed	source_sha256
quakeworld__CHTV_Maniacs-Sweden_Zoo-Sweden_Sassa_dm3_cmt4_e1m2_QuakeWorld_4v4__04-04-02_[0]_vs_Zoo._[dm3]_000.qwd	zoo	C	train	1539	90943	0.583	1744.5	320.0	479c280e96204bc51b57641c026367e3d07ed4bf9652d16f83d007c9b04822f6
quakeworld__CHTV_FiringSquad-Europe_Zetor-Europe_reppie_dm3_QuakeWorld_4v4__reppie-fs-zr-dm3.qwd	zr	A	train	7793	87243	0.927	1004.6	328.1	91220325435c6d97cc7b75bfc1218f310cbb3d6e8a7a1a5691e9ecdc8607b545
quakeworld__CHTV_Die-Brazil_Die2-Brazil_Die-Karioka_Dm3_QuakeWorld_3v3__die_karioka_[yell]_-_[blue]_3x3_dm3_.qwd	3x3	C	val	7118	86725	0.541	1248.5	327.2	969cacb205a2cb3f26579d20404a4af1b3651cc313c377d71acbc14c7fa97c94
quakeworld__CHTV_The_Pooh_Clan-Europe_Swedish_Chefs-Europe__DM3_QW_4v4__4on4_tpc_vs_sc[dm3].qwd	4on4	C	val	681	78691	0.533	907.4	319.5	2aeacc97b9bea0a2d69419fcbbdb082614efa766b24078669775066fc7548da3
smackdown2__list_dx_2_dm3_aircon.qwd	aircon	C	val	3836	82314	0.696	1237.2	323.9	f603ce766e62accb5064e5f70831cb2267b907eace4997255a4b2f562a715a5c
SmackDown3__game_446_OC_OMG_1_DM3_akke.qwd	akke	A	val	8020	86292	0.922	929.3	329.1	2b683e2b0265edf3a1dff10e889d874c68976a5f42b21681cda7aef117253efa
quakeworld__CHTV_4ng3ls-Portugal_TAV-Portugal_all_dm3_QuakeWorld_4v4__11-07-03_trinca-tav-angels_dm3.qwd	angels	B	val	32436	88650	0.881	1854.8	247.8	2155a1f2c3623c323aaa5dacdbc7759582fd86518f61fb2bc4ba67403880468e
smackdown__rb_fa_1_dm3_astro.qwd	astro	C	val	11579	92782	0.522	1402.7	299.8	93a90e0db9f2b5747c02f3420d45887db4074d0647bc599cdca99eb293bf370d
SmackDown3__game_589_OMG__L__1_DM3_baby_roo.qwd	baby	A	val	12935	86256	0.969	1094.0	320.3	7ba9c6088d04e631f761fa2223b58fb236e9387519a490ad5db1ce2ca467e907
smackdown__l_tfp_2_dm3_babyroo.qwd	babyroo	A	val	31962	86308	0.918	1409.7	321.4	1f47ce83818de238c396fb299b1990d6bf7096b4e551d6f7a6552134ba640501
smackdown2__fa_poc_1_dm3_beasil.qwd	beasil	B	val	8569	93302	0.839	1925.1	331.3	02d1c9fa1b45b1b98bfba21202276ff11cfc54210efa2170b514bdf38c81b6c0
SmackDown3__game_471_TVS_WR_1_DM3_blAze.qwd	blaze	A	val	12848	86900	0.992	1084.5	320.2	985a35411d0cf97de5ddf15de56dbd57a4986d71a7e7cb2d4317a6b0569e2d04
SmackDown3__game_443_DS_OD_1_DM3_buggy.qwd	buggy	B	val	11173	86185	0.737	1014.7	320.0	c6076153c8c9d72bca2c377489fbb6ae91407c5923545ee2f23420585fb6afcb
SmackDown5__game_942_re_-ib-_1_dm3_cara.qwd	cara	A	val	26727	92349	0.987	1428.4	319.9	556491602482a1110a343d044619bf15f4d721d0b5643d143a3c57858abf4cf0
quakeworld__CHTV_BogoJoker-USA_none-USA_BogoJoker_various_QuakeWorld_Trick__dm3-cool2.qwd	cool2	C	val	63	557	0.542	530.2	392.4	08de5660fd3a3ab156df4fba7ac7565c34b2973579e29900f13a68723b67fb77
smackdown2__crit__fs__vs_tfp_dm3.qwd	crit	A	val	9087	87264	0.937	1659.1	339.4	932bf0ff916e1798aa2da16da5af43540753640ad1b972d70e93bf30ee3f8d76
smackdown2__crit__fs__vs_wxo_dm3.qwd	crit	A	val	11074	87237	0.924	1202.0	328.9	d2ba842a0137ca0724c1dcd44621bf639730a021817a0048ba6906384d9731e5
smackdown2__FF_OC_1_dm3_Dag.qwd	dag	A	val	10048	88687	0.966	3535.4	328.5	553bd877efc75f4c9ec8e9438f47e0e930770d44c52aa82a7abf5f75e772805a
SmackDown3__game_559_FOAD_PoC_1_DM3_darkone.qwd	darkone	B	val	22654	85525	0.733	1353.2	313.9	0aa6b6d5574e021b8afb3fe53e1f0d148822659aaf0b11ecaef0b7d9d089f99f
SmackDown4__game_724_list_ao_2_dm3_darkone.qwd	darkone	B	val	10358	88339	0.898	1198.5	324.4	f0d7021a6558bddc80a5cabee7b4c3c9db5f81aa44d63dfe0252358e4c488f25
quakeworld__CHTV_Spartacus-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4__s__vs_cute_dm3_daver.qwd	daver	C	val	11336	85913	0.684	1537.5	326.5	85cdd9444d5c0030bdcbd97fa3fd1cae67f19ef5e6c42b435943bee97b7ad9cd
SmackDown3__game_606_THDM_FA_4_DM3_driz.qwd	driz	A	val	5295	87006	0.905	1041.7	331.1	cb70af7551ca9b6e97e603b25a3d334cb5260884c099039ece955a801f2c3e08
smackdown2__E_vs_L_Goljat_dm3.qwd	e	B	val	8106	86881	0.782	1423.6	326.1	30eeef3eecb23b1a241dfffadeaebf0c94b77582ba200dc7ef9eddafa2246e63
smackdown2__60_forsberg_dm3_e1m2.qwd	e1m2	A	val	40997	181327	0.901	1454.9	323.0	9324f115bf9cca92ce0c12cafe6254568cc12cd17e7e666f7b7001f4476ed107
smackdown__akke_e3_dm3-1.qwd	e3	A	val	11105	86648	0.991	1569.0	321.7	f48a5f97b7ec1685314bfb36041b91df8d99670546f80f550f5af1f5d96f0b13
smackdown__exile_e3_dm3-1.qwd	e3	A	val	12650	87139	0.994	1184.9	303.4	8748fc82f4d1e64f1b5daa370d92ea454264317796184613c564bc011dfedd11
SmackDown3__game_558_ED_WR_1_DM3_exile.qwd	exile	B	val	5373	87121	0.881	4484.0	324.8	057521f6b2add9222a9eeed4a6ba001b2c72c340ae3fb98f36b1aa2d4d8439f2
quakeworld__CHTV_Fired-USA_Fnu-USA_Sassa_dm3_QuakeWorld_4v4__fnu_sassa_[_fnu]_-_[f]_4-4_dm3_.qwd	f	C	val	18412	94593	0.445	920.9	320.7	9a2fd109258fd0ce69ee011faa5b0d1ef9e624da885216ab70414da16ea813b0
smackdown2__game_263_LoW_FULL_1_DM3_FC-Tiger.qwd	fc	B	val	30052	74616	0.808	1619.9	319.3	c566f0140bc0131288bb2b7eae14a511c507163ca3ba3e5ea7148ea0fafb8d48
smackdown__ff_pietro__ff__vs___E__dm3_2.qwd	ff	A	val	10099	95679	0.994	1876.0	320.0	ad57481d6030958ae8309b7f8e1eb197ce1cc0847e0163bd7780e378d5cf7f3c
smackdown__cmf_bad_2_dm3_fifi.qwd	fifi	B	val	8399	86183	0.746	1265.9	324.0	cbc32e7de0f3bf040e8c6d6c3d92729796c9988b80e0d53534438034223bd774
smackdown__fifi_vs_tot_dm3.qwd	fifi	A	val	9042	87848	0.979	1161.0	322.6	ed6893938914104ddc3947c9151603e49589d9967f83878eb5a20b4b5883f88f
smackdown___GDS__SEER_gds_vs_adm_dm3.qwd	gds	B	val	9040	82813	0.842	1257.6	323.5	bb250106419bfdf13cf5439348bf6ef6787f45331fbb9617176901a3fe587d02
smackdown__amd_jod_1_dm3_glad.qwd	glad	A	val	10112	89426	0.987	1641.7	324.3	ea15e972369d9ec5f9fd262b9542a2567a2fde54fa604d79a63375983a35f7c6
smackdown__gds_adm_2_dm3_gobo.qwd	gobo	C	val	9059	87629	0.631	1454.3	319.3	1589554f2afceb6c19adcf9e0b30bc2241bba6ef5027b18b1741b675bdfb8572
smackdown2__dnex-fff-gq-dm3.qwd	gq	B	val	2155	90913	0.738	1337.6	320.4	f6f8244751a3ca914a062d650e40098f56b6085c4d386c13187983025c0c48a6
quakeworld__CHTV_Camp-Sweden_HGC-Poland_hagge_dm3_QuakeWorld_4v4__hagge_camp_vs_hgc_dm3_3.qwd	hagge	A	val	44428	100838	0.979	1106.9	323.1	55dfd682bbe0aa01c588f219f6061c2ec9a0409793fe4edb9c1fd00037718bf1
quakeworld__CHTV_FS-Netherlands_hpr-Germany_razor_dm3_QuakeWorld_4v4__razor[[fs]]-[hpr]_4-4_dm3_.qwd	hpr	B	val	24725	87136	0.805	865.5	322.1	92cde2ee4d43f3ad0ffa90971130b100bff5c0956716247171d2dc5d2db82657
smackdown2__omg_goh_1_dm3_Janus.qwd	janus	B	val	8057	86994	0.798	961.4	314.4	c86a1a2ef7ebcf6cf90bb4decddcd55a22243b4aa3dcce712f367106f6adecec
quakeworld__CHTV_Warriors_of_the_Realm-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_wr_vs_doom_dm3_liech.qwd	liech	C	val	4479	49501	0.57	1867.8	325.8	d55eb5f6c70f4f524a9ac3c1df5f81c8109c7f6c5576ac864e13299b6bdf34ad
smackdown__aw_tdi_3_dm3_mamba.qwd	mamba	B	val	15170	67673	0.762	1331.7	324.5	52aba8daf62d206bfb225ea156be163640cf48df9bf2e9395c2003bcf67f36ec
SmackDown3__game_326_WR_QH_1_DM3_Matsui.qwd	matsui	B	val	19775	88754	0.758	1103.0	325.5	c508b3227724e627c3c03f000c1ae1c971ff427a6746cc45c549d9642bfe22ed
smackdown2__rc_koff_1_dm3_Milamber.qwd	milamber	B	val	4500	86602	0.789	1181.8	335.6	744f6bc0cf638fd5502d93d1f809902e5dac4f9fc2d54fb420f49d58dfa90c40
smackdown2__rc_spas_1_dm3_milamber.qwd	milamber	B	val	4271	86211	0.824	1345.8	332.0	0d0fbcb1d9309bf5e684d8d6b3db8da77b86054ed6be8dc7b909d8d47bdabacd
quakeworld__CHTV_bulldozer_def_drako_pony-USA_cyan_kovaak_myth_ultimo-USA_def_dm3_QW_4v4__2005_07_17_def_zodiak_drako_bulldozer_[vs]_cyan_ultimo_kovaak_myth_dm3_.qwd	myth	A	val	24698	93386	0.991	838.2	334.4	42ff8786a3c572927981d21b5ff02d45d99ddc42056aaa984e352b69a44e0d6f
SmackDown3__game_359_Koff_]SR[_1_DM3_ParadokS.qwd	paradoks	A	val	6602	85861	0.965	990.9	333.5	500a31e9ceada7b5c270a72685af8b096f187a18487130af0b5fe7348a0eae45
smackdown2__list_poc_1_dm3_pd.qwd	pd	B	val	6074	83348	0.75	1341.0	326.0	0bb2d8b088141fa7039337b3c690cc10305f50bb0cac2b277b37387d2f55f034
quakeworld__CHTV_Enslaved-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_ed_vs_die_dm3_pietro.qwd	pietro	B	val	4475	87611	0.867	963.7	322.7	1725149163740abe0f393e91488728a68233498f2cda50f3d0b92f5d3c5d6cca
SmackDown4__game_721_msr_gs_1_dm3_porto.qwd	porto	A	val	7013	87097	0.95	941.8	330.6	63c2e8f5aacff5f648889c19ab8ee22bfa3c68cf262f3d6ba02b5b4fd0969e13
SmackDown4__game_730_db_msr_3_dm3_porto.qwd	porto	B	val	8694	87795	0.753	1524.7	323.2	f675a760664007b571daf59233f70ecc3e07328b530c6ad1c54b8cdbb8a8807f
smackdown2__aok_mu_1_dm3_povo.qwd	povo	C	val	3033	86227	0.483	833.7	335.0	d825efd482335956677455e8df60df2887e5c1b21f7d90d1dd931cca62b79e41
quakeworld__CHTV_mm-Australia_soda-Australia_psikaar_dm2_dm3_e1m2_QW_4v4___psikaar_-_[4on4_mm_vs_soda]_-_[dm3]_000.qwd	psikaar	C	val	18442	91477	0.667	986.0	330.7	28b1dac6fc61441a0de77459979d3692ca3d811419bd779e910e152c1078cbb9
quakeworld__CHTV_FITH-USA_DM-USA_chief[FITH]_dm3_QW_4v4__qil2-vsdm-chief3.qwd	qil2	C	val	18365	89846	0.669	1195.4	299.0	61260a15ec019717842db686d1f417f0ebdbb3a10afd91dcf0c75e19d79794bf
smackdown2__D_Icem_2_dm3_Rat.qwd	rat	B	val	8082	84757	0.823	1947.5	325.3	a0a1c564ff3aeb4217d680ff675bf4005db6decd9605f2831460a84a09438996
smackdown2__chtv-smackdown2-daltons-vs-firingsquad-dm3-2-rat.qwd	rat	A	val	12924	89266	0.905	1252.2	319.7	d9961db16bcabe1348ae8a6030f29f6297a068c3a7586d7387340b30849f8c1d
smackdown__tvs_rc_dm3.qwd	rc	A	val	5049	86333	0.902	1088.6	339.6	e6174175ca73d91f46cb1655c1d4df735fa446c5faa40def6de2cd32b7b46c9c
quakeworld__CHTV_Brutal_Deluxe-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_bd_vs_wr_dm3_ronnie.qwd	ronnie	C	val	8144	72382	0.612	1822.7	319.3	f68317e39bc0c77d3a9012f41997285a084dd73c060d5cf81554f2b7c86cf75d
smackdown__saqfacel0d_lod_vs_fith_dm3.qwd	saqfacel0d	B	val	9365	88325	0.878	1225.4	321.6	f16ec7a0c04d2e09b1bad698f958e5e607a0b92bc381bdc7e37af42a4bbbe898
SmackDown3__sd3_bb_x_vs_ag_dm3.qwd	sd3	C	val	3963	87013	0.676	1691.5	321.2	802858c31dc61dcd6f9d0126dbd0eb8e600c4f01b0a1bd9f4d5743d2222b46c2
smackdown2__aok_mu_1_dm3_skitz.qwd	skitz	B	val	8051	86026	0.77	1955.2	330.2	a6c1468237ae938349f69296a73d47598a5511de97e0c6a538fed8dae17dcc04
SmackDown4__game_746_hf_la_1_dm3_space.qwd	space	A	val	10175	86450	0.978	1105.8	290.2	3893d03cdc75277805193f9dc2a052e32341e55b702e3906f0593e891f247019
SmackDown3__game_596_THDM_PoC_2_DM3_Spice.qwd	spice	C	val	6100	90221	0.603	1270.9	321.1	47b3239d84ac62ec56ffae495f78d82fedde1db5b1079106a97d2d45aee26a85
smackdown2__ic_poc_1_dm3_Stez.qwd	stez	C	val	6182	84008	0.272	1629.8	333.1	2507cf78ef4f082de706b85b439b540af764b242e217fbbc8bdc540ea5ffe058
smackdown__fa_list_1_dm3_syco.qwd	syco	C	val	7099	50607	0.217	1333.9	175.3	02ae6eb5510ad32189a101158ac555d98415ad5c33df84e8a9d75d21595eb13d
smackdown2__game_258_ANTX_defs_4_DM3_torX.qwd	torx	B	val	9609	76401	0.835	1360.7	319.4	a66bc981b2f7f67a960d99741d879ea8f4a493c1a12efb070db282a8d68aea69
quakeworld__CHTV_Newtov-USA_Trick-USA_Newtov_DM3_QuakeWorld_Trick__trick4.qwd	trick4	A	val	228	707	0.997	513.8	415.5	ffc09143df47e32211ec4e0b09b62dc0a869c42c38a4a21b69c3b9e5857d287f
smackdown2__cmf_plg_2_dm3_vert.qwd	vert	B	val	14597	84404	0.898	1054.2	319.2	3183c6c234191318b16318c18ba91fb69efa2dbd16c67a2bcefa00f51f749d09
quakeworld__CHTV_Dunno-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_d_vs_fu_dm3_von.qwd	von	B	val	12810	72594	0.753	953.3	320.0	eb9cc90b91bcc1a806ad302d1c23017b450b4d372e8150cba01c7f6dfd4b696a
SmackDown4__game_718_SA_msr_2_DM3_Wart.qwd	wart	B	val	3318	86361	0.795	1357.1	326.5	2e224bd91dd90b4df3ab7819b6306a44401c25037c325ce97f605b38358a4cca
SmackDown4__game_714_tec__l__1_dm3_white.qwd	white	A	val	9258	92286	0.984	1036.5	323.9	d01abd9afa2d47497b75f4343ca28bca8e05663f51fd0a76d669aba89852f11a
smackdown2__GQ_DG_1_dm3_ziploc.qwd	ziploc	C	val	4737	87046	0.673	2698.2	326.5	5788513ddf650552d78b45fe93ae89fd60101e550eced5cda06801764e76b4a3
